title,notes
036,"23 agosto 1979, mattina, 10:00
James Walter era solo in quella grande casa, il suo mondo era caduto completamente a pezzi. Il suo matrimonio era finito, mentre la sua attività, la 5th Street Baking, lo sarebbe stata tra poco.
Non vedeva Vera da giorni, quella bella donna l’aveva abbandonato come tutti gli altri. Ora non gli rimaneva altro che affondare la barca altrui, la Rome Baking, per far galleggiare la sua.
Con irritazione prese la denuncia a danno della bakery avversaria ed uscì di casa.
James era sulla soglia della Rome Baking quando si scontrò con Vera che, con un sorriso, disse: «Ehi stavo proprio venendo da te per discutere della proposta che mi avevi fatto!»
James rimase spiazzato e tutto ciò che riuscì a dire fu «Cosa? Ma che… ?»
«Bè si, l’idea potrebbe essere buona! Chiaro, bisogna discuterne a fondo e fare tutte le ipotesi del caso, però potrebbe uscirne qualcosa di buono.» Vera diede uno sguardo all’orologio e con un classico: «Cavolo è tardissimo, devo scappare», si volatilizzò. James sbatté le palpebre perplesso e poi, quasi sorridendo, se ne andò. Forse per lui c’era ancora una speranza."

037,"22 agosto 1979, mattina
Vera era sconvolta. Grazie alla ex-moglie di James e a Barbara (Postal), che lavorava al Comune, aveva scoperto che lui, proprio lui, stava tramando contro la sua panetteria. Aveva sperato che potesse nascere qualcosa fra loro due, ma evidentemente si sbagliava. Il lavoro veniva prima di tutto, e anche se faceva male non poteva permettere che il suo negozio chiudesse. Si recò da un avvocato per chiedere consulenza.
«Per prima cosa mi deve fare avere tutti i certificati di igiene e delle varie ispezioni che avete avuto».
«D'accordo, ma il mio negozio è sempre stato a posto… come possono accusarci?»
«Signorina, qui hanno dei documenti che parlano di un certo fornitore che è stato condannato… di uova giusto?»
«Noi non ne sapevamo nulla!»
«Questo non importerà alla corte, quel che è fatto è fatto, dobbiamo però dimostrare che ora siete puliti».
«Ok… certo».
«Ripassi domani da me con i documenti, buona giornata signorina».
«Grazie».
Si diedero la mano e Vera tornò verso la panetteria. Camminando in strada dopo poco scorse James. «Tu!!» gli corse incontro. «Non osare più passare da queste parti hai capito?? Ho visto come mi guardi! E so che cosa hai in mente!»
«Ma chi ti guarda?? Ma lasciami in pace, che fate un pane che neanche i cani se lo mangerebbero, e avvelenate anche la gente!»
«Che cosa?? Ah, è questo che pensi?? La tua panetteria ammorba questa città da molto più tempo! E poi cosa vuoi sapere di veleno tu! Che stai facendo lo stronzo con tua moglie da mesi e mesi!»
Ormai li guardavano tutti i passanti.
«Prepara i migliori avvocati che hai Mr. America, perché non solo faremo saltare la vostra ridicola denuncia, ma vi roviniamo, hai capito??»
«Certo, come no… ora levati di torno».
Vera andò via furiosa, decisa ancora di più a mettere tutta se stessa in quel processo."

038,"22 agosto 1979, mattina
Vera era sconvolta. Grazie alla ex-moglie di James e a Barbara (Postal), che lavorava al Comune, aveva scoperto che lui, proprio lui, stava tramando contro la sua panetteria. Aveva sperato che potesse nascere qualcosa fra loro due, ma evidentemente si sbagliava. Il lavoro veniva prima di tutto, e anche se faceva male non poteva permettere che il suo negozio chiudesse. Si recò da un avvocato per chiedere consulenza.
«Per prima cosa mi deve fare avere tutti i certificati di igiene e delle varie ispezioni che avete avuto».
«D'accordo, ma il mio negozio è sempre stato a posto… come possono accusarci?»
«Signorina, qui hanno dei documenti che parlano di un certo fornitore che è stato condannato… di uova giusto?»
«Noi non ne sapevamo nulla!»
«Questo non importerà alla corte, quel che è fatto è fatto, dobbiamo però dimostrare che ora siete puliti».
«Ok… certo».
«Ripassi domani da me con i documenti, buona giornata signorina».
«Grazie».
Si diedero la mano e Vera tornò verso la panetteria. Camminando in strada dopo poco scorse James. Gli corse incontro infervorata: «Come puoi presentarti ancora qui dopo quello che stai facendo?? Anche tu mi guardavi, non negarlo! Io speravo in te!»
«Senti io… mi dispiace, ma gli affari vanno malissimo da quando avete aperto, e poi avvelenare i cittadini di Stob non mi sembra… »
«Non avveleniamo nessuno noi! Semmai tu! Che prendi ogni nostra maledetta mattina e ogni nostro sguardo e li butti via così!»
«Tu… Vera, hai capito proprio male ok? Forse ti guardavo, forse no, ma gli affari sono affari, non posso farci niente».
«La denuncia viene da te, sì che puoi farci qualcosa!»
«Guarda che lo so che te la fai con la mia ex-moglie adesso… te lo avrà detto lei!»
«Se ti fai odiare da tutte le donne che conosci non è colpa mia!! Vedrai cosa ti combino in tribunale, odioso egocentrico!!»
Vera quasi piangeva.
«Vedremo!!»
Entrambi si allontanarono pieni di odio, ma in fondo anche dispiaciuti per l'altro."

039,"22 agosto 1979, mattina
Vera era sconvolta. Grazie alla ex-moglie di James e a Barbara (Postal), che lavorava al Comune, aveva scoperto che lui, proprio lui, stava tramando contro la sua panetteria. Aveva sperato che potesse nascere qualcosa fra loro due, ma evidentemente si sbagliava. Il lavoro veniva prima di tutto, e anche se faceva male non poteva permettere che il suo negozio chiudesse. Si recò da un avvocato per chiedere consulenza.
«Per prima cosa mi deve fare avere tutti i certificati di igiene e delle varie ispezioni che avete avuto».
«D'accordo, ma il mio negozio è sempre stato a posto… come possono accusarci?»
«Signorina, qui hanno dei documenti che parlano di un certo fornitore che è stato condannato… di uova giusto?»
«Noi non ne sapevamo nulla!»
«Questo non importerà alla corte, quel che è fatto è fatto, dobbiamo però dimostrare che ora siete puliti».
«Ok… certo».
«Ripassi domani da me con i documenti, buona giornata signorina».
«Grazie».
Si diedero la mano e Vera tornò verso la panetteria. Camminando in strada dopo poco scorse James. Gli andò incontro infervorata: «Come puoi presentarti ancora qui dopo quello che stai facendo?? Anche tu mi guardavi, non negarlo! Io ci speravo in te! »
«Senti io… mi dispiace, ma gli affari vanno malissimo da quando avete aperto, e poi avvelenare i cittadini di Stob non mi sembra… »
«Non avveleniamo nessuno noi! Semmai tu! Che prendi ogni nostra maledetta mattina e ogni nostro sguardo e li butti via così!»
Il cuore di James cedette, non seppe fare altro che posarle una mano sulla guancia e asciugarle le poche lacrime.
«Sei sposata Vera… io ho divorziato da poco tempo… meglio non fare casini, per ora ok? Soltanto per adesso. Non sporgeremo più denuncia, scusa, ho commesso un errore.»
Vera lo abbracciò, sollevata sia dalla denuncia scampata che dal bacio non dato: tradire per due volte Edward la avrebbe uccisa.
«Ma la tua ex… »
«So che ti ha dato qualche soffiata, in un modo o nell'altro… noi non andiamo per niente d'accordo dopo il processo… ma almeno è finito, l’importante è che stiano bene i nostri figli»
Si salutarono affettuosamente e Vera tornò canticchiando raggiante alla panetteria a dare la bella notizia. Il pane sarebbe rimasto sexy per un bel po’ di tempo ancora, almeno “finché non ne avrebbe avuto abbastanza”."

040,"22 agosto 1979, mattina
Vera era sconvolta. Grazie alla ex-moglie di James e a Barbara (Postal), che lavorava al Comune, aveva scoperto che lui, proprio lui, stava tramando contro la sua panetteria. Aveva sperato che potesse nascere qualcosa fra loro due, ma evidentemente si sbagliava. Il lavoro veniva prima di tutto, e anche se faceva male non poteva permettere che il suo negozio chiudesse. Si recò da un avvocato per chiedere consulenza.
«Per prima cosa mi deve fare avere tutti i certificati di igiene e delle varie ispezioni che avete avuto».
«D'accordo, ma il mio negozio è sempre stato a posto… come possono accusarci?»
«Signorina, qui hanno dei documenti che parlano di un certo fornitore che è stato condannato… di uova giusto?»
«Noi non ne sapevamo nulla!»
«Questo non importerà alla corte, quel che è fatto è fatto, dobbiamo però dimostrare che ora siete puliti».
«Ok… certo».
«Ripassi domani da me con i documenti, buona giornata signorina».
«Grazie».
Si diedero la mano e Vera tornò verso la panetteria. Camminando in strada dopo poco scorse James. Gli corse incontro infervorata: «Come puoi presentarti ancora qui dopo quello che stai facendo?? Anche tu mi guardavi, non negarlo! Io ci speravo in te!»
«Senti io… mi dispiace, ma gli affari vanno malissimo da quando avete aperto, e poi avvelenare i cittadini di Stob non mi sembra… »
«Non avveleniamo nessuno noi! Semmai tu! Che prendi ogni nostra maledetta mattina e ogni nostro sguardo e li butti via così!»
«Vera… sai quanto è stato difficile per me fare quella denuncia? Sì ti guardavo, e anche io speravo in qualcosa, se non fossi sposata… ma è per i miei figli capisci? Lavorano con me, e gli affari vanno piuttosto male da quando hai aperto. Sei più brava di noi, lo so, ma ho dovuto farlo.»
«James… non so che dire, io dovrò difendermi».
«Lo so… ma non roviniamo troppo le cose fra noi, ok?»
«Ci proveremo… ciao».
«Ciao Vera».
Era un po' sollevata da quelle parole. In fondo capiva le motivazioni di James e avrebbe cercato di non essere troppo dura al processo."

041,"Leo seduto sul divano sorseggia una birra e legge un libro come tutte le sere, ma nel pieno del relax suona il telefono: «Pronto?!?»
«Il signor Leo Proust?»
«Si sono io, chi parla?»
«Salve, sono il vicino di casa di Amanda. È da circa mezz'ora che da casa di sua sorella si sentono rumori di mobili spostati, stoviglie che cadono a terra e mi pare di sentire voci e singhiozzi come di pianto. Mi scusi se mi permetto di chiamarla ma le persiane sono chiuse e al campanello non risponde nessuno, sono stato lì poco fa a controllare.»
«Ha fatto benissimo a chiamarmi, la ringrazio molto! Arrivo subito!»
Leo esce di corsa, accende la macchina e in dieci minuti è davanti casa di Amanda.
«Speriamo non sia successo di nuovo!»
Non si sentono rumori voci arrivare dalla casa, Leo suona il campanello ma non riceve risposta, estrae le chiavi dalla tasca ed entra.
«Amanda?! Ci sei? Amanda… Amanda sei qui?»
«C… C… Chi è?» balbetta Amanda sottovoce, seduta su una sedia con la testa tra le mani e tutta la cucina sottosopra.
«Sono Leo».
Amanda singhiozzava in un angolo, la testa fra le mani.
«È successo di nuovo… sono una stupida! Una stupida! Non sono riuscita a fermarmi…»
«Tranquilla…», Leo le si avvicinò e la abbracciò sospirando.
Sua sorella soffriva di nevrosi, gli attacchi ultimamente si erano fatti sempre più frequenti e violenti, le medicine sembravano non avere più alcun effetto e Leo le aveva più volte proposto di andare a vivere con lui per controllarla, senza però ottenere risposta.
«Amanda… so che non è facile ma… dovremmo prendere in considerazione l’idea di andare da uno specialista. Non puoi più vivere da sola in queste condizioni.»
Amanda si guardò attorno ed annuì. Se non lo voleva fare per lei, lo doveva fare almeno per suo fratello."

042,"Leo seduto sul divano sorseggia una birra e legge un libro come tutte le sere, ma nel pieno del relax suona il telefono: «Pronto?!?»
«Il signor Leo Proust?»
«Si sono io, chi parla?»
«Salve, sono il vicino di casa di Amanda. È da circa mezz'ora che da casa di sua sorella si sentono rumori di mobili spostati, stoviglie che cadono a terra e mi pare di sentire voci e singhiozzi come di pianto. Mi scusi se mi permetto di chiamarla ma le persiane sono chiuse e al campanello non risponde nessuno, sono stato lì poco fa a controllare.»
«Ha fatto benissimo a chiamarmi, la ringrazio molto! Arrivo subito!»
Leo esce di corsa, accende la macchina e in dieci minuti è davanti casa di Amanda.
«Speriamo non sia successo di nuovo!»
Non si sentono rumori voci arrivare dalla casa, Leo suona il campanello ma non riceve risposta, estrae le chiavi dalla tasca ed entra.
«Amanda?! Ci sei? Amanda… Amanda sei qui?»
«C… C… Chi è?» balbetta Amanda sottovoce, seduta su una sedia con la testa tra le mani e tutta la cucina sottosopra.
«Sono Leo».
Amanda stava rannicchiata in un angolo singhiozzante, accanto a lei una pozza di sangue e profondi tagli su braccia e gambe. Appena la vide Leo prese degli stracci trovati a terra per pulirla, la sollevò, uscì di casa e corse in ospedale. Durante il tragitto non si dissero una parola, il silenzio era rotto solo dai singhiozzi di Amanda. Al pronto soccorso l’accolsero d’urgenza e Leo si sedette su una sedia in sala d’aspetto. Dopo una mezz’oretta uscì il dottore che chiese di parlare in privato con lui.
«Lei è un parente?»
«Sono il fratello».
«Ci sono stati episodi simili negli ultimi tempi?»
«Sì… sono cominciati una decina di anni fa e ultimamente sono sempre più frequenti».
«Ho qui la scheda di sua sorella… parlando con la paziente è emersa una grave forma di nevrosi. Riteniamo sia necessario un ricovero in una clinica specializzata, oltre che l’immediata sospensione del lavoro.»
Leo sapeva che Amanda non lo avrebbe mai accettato, inoltre era risaputo che nessuno usciva da quelle cliniche.
Affranto chiese: «Non esiste un’alternativa?»
«Aspettare che sua sorella faccia del male a qualcuno, oltre che a se stessa? Se dovesse accadere ci andrebbe di mezzo anche l’ospedale. Il direttore è già stato informato, la prego di rendersi conto della gravità della situazione.»
Leo portò a casa Amanda e dormì da lei. Erano le 6:30 quando sentì un uomo urlare e bussare alla porta in modo ossessivo. Aprì: James Walter al ritorno dal lavoro aveva visto appeso ad un albero con una corda il corpo di una donna. Amanda non aveva accettato il suo destino e anche stavolta Leo doveva accettare la decisione di Amanda."
